Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Mannar,loss of appetite,11,5,humid,10,Medium
Colombo,ticks,17,7,dry,2,Medium
Moratuwa,eye infection,7,3,dry,2,Low
Horana,kennel cough,15,3,rainy,6,Medium
Agunukolapelessa,itchy skin,2,7,rainy,6,Medium
Marawila,dog vomiting,6,7,rainy,6,Medium
Kandy,dog fever,1,12,rainy,6,Medium
Mannar,eye infection,8,6,hot,4,Medium
Ganemulla,dog coughing,14,0,humid,10,Medium
Tissamaharama,lethargy,12,9,hot,4,Medium
Tissamaharama,eye infection,0,1,humid,10,Low
Matugama,dog coughing,7,2,dry,2,Low
Narammala,fleas,1,3,dry,2,Low
Batticaloa,fleas,1,2,rainy,6,Low
Puttalam,dog fever,10,3,hot,4,Medium
Kegalle,dog coughing,18,8,humid,10,High
Negombo,eye infection,3,4,dry,2,Low
Kandana,loss of appetite,8,11,rainy,6,Medium
Middeniya,dog coughing,20,7,dry,2,Medium
Maharagama,loss of appetite,18,9,humid,10,High
Mapalana,kennel cough,15,2,hot,4,Medium
Dankotuwa,dog fever,2,4,humid,10,Low
Dankotuwa,itchy skin,20,4,dry,2,Medium
Trincomalee,dog coughing,1,5,humid,10,Low
Vavuniya,dog fever,13,6,rainy,6,Medium
Kosgama,dog fever,2,4,rainy,6,Low
Elpitiya,ticks,21,6,dry,2,Medium
Matara,dog coughing,2,4,hot,4,Low
Gonapola,lethargy,13,2,dry,2,Medium
Ja-Ela,ticks,18,9,rainy,6,High
Kalawana,itchy skin,19,0,dry,2,Medium
Hatton,kennel cough,17,13,rainy,6,High
Nuwara Eliya,lethargy,6,5,hot,4,Medium
Gampaha,eye infection,18,11,dry,2,High
Middeniya,dog coughing,6,10,hot,4,Medium
Vavuniya,dog vomiting,25,4,humid,10,High
Wattala,itchy skin,19,10,humid,10,High
Badulla,eye infection,8,0,humid,10,Low
Ambalangoda,lethargy,19,1,rainy,6,Medium
Avissawella,lethargy,1,0,dry,2,Low
Weligama,eye infection,5,8,hot,4,Medium
Bandarawela,lethargy,2,5,rainy,6,Low
Kurunegala,ticks,0,2,hot,4,Low
Batticaloa,dog fever,8,9,dry,2,Medium
Rathmalana,fleas,17,8,rainy,6,High
Wariyapola,loss of appetite,4,11,dry,2,Medium
Kilinochchi,kennel cough,14,5,dry,2,Medium
Mullaitivu,kennel cough,14,5,hot,4,Medium
Marawila,eye infection,4,16,dry,2,Medium
Ragama,dog coughing,12,5,rainy,6,Medium
Nuwara Eliya,dog coughing,11,1,rainy,6,Medium
Hanwella,dog vomiting,5,1,dry,2,Low
Hambantota,fleas,2,3,hot,4,Low
Matale,kennel cough,12,5,humid,10,Medium
Kalawana,dog fever,15,8,hot,4,Medium
Kataragama,dog fever,13,0,rainy,6,Medium
Kataragama,loss of appetite,5,1,dry,2,Low
Galle,itchy skin,10,2,dry,2,Low
Dambulla,dog coughing,7,8,humid,10,Medium
Seeduwa,kennel cough,22,2,humid,10,High
Deniyaya,dog coughing,12,0,humid,10,Medium
Nuwara Eliya,loss of appetite,18,5,rainy,6,Medium
Bandarawela,ticks,14,4,rainy,6,Medium
Maharagama,kennel cough,15,3,rainy,6,Medium
Mahiyanganaya,fleas,4,6,hot,4,Low
Gampaha,lethargy,4,17,humid,10,High
Avissawella,dog vomiting,10,7,hot,4,Medium
Haputale,dog fever,15,16,humid,10,High
Chilaw,dog coughing,4,5,rainy,6,Low
Matale,dog fever,12,11,dry,2,Medium
Point Pedro,fleas,13,7,dry,2,Medium
Pelmadulla,eye infection,12,5,hot,4,Medium
Vavuniya,dog coughing,22,0,dry,2,Medium
Aluthgama,dog coughing,16,6,hot,4,Medium
Seeduwa,lethargy,19,10,rainy,6,High
Bandaragama,dog coughing,7,9,rainy,6,Medium
Batticaloa,kennel cough,14,0,dry,2,Low
Ganemulla,itchy skin,25,2,rainy,6,High
Kandana,lethargy,17,0,rainy,6,Medium
Matale,ticks,17,0,rainy,6,Medium
Mullaitivu,dog fever,12,7,humid,10,Medium
Tissamaharama,lethargy,10,12,rainy,6,Medium
Boralesgamuwa,kennel cough,19,14,dry,2,High
Ganemulla,loss of appetite,15,2,dry,2,Medium
Elpitiya,fleas,19,8,hot,4,High
Mirissa,eye infection,9,0,humid,10,Medium
Dehiwala,dog fever,6,5,rainy,6,Medium
Hambantota,loss of appetite,6,1,rainy,6,Low
Maharagama,dog fever,16,0,rainy,6,Medium
Kataragama,kennel cough,13,8,rainy,6,Medium
Kadawatha,itchy skin,8,8,hot,4,Medium
Horana,lethargy,2,3,hot,4,Low
Haputale,ticks,5,13,hot,4,Medium
Ampara,dog fever,9,4,hot,4,Medium
Elpitiya,dog vomiting,14,4,dry,2,Medium
Matugama,lethargy,5,3,humid,10,Medium
Warakapola,eye infection,8,4,hot,4,Medium
Dankotuwa,dog fever,15,7,humid,10,High
Elpitiya,itchy skin,1,10,dry,2,Medium
Kelaniya,eye infection,1,2,dry,2,Low
Weligama,loss of appetite,20,11,hot,4,High
Kuliyapitiya,dog vomiting,14,0,humid,10,Medium
Mawanella,loss of appetite,7,7,dry,2,Medium
Homagama,eye infection,13,1,dry,2,Low
Beruwala,itchy skin,13,6,rainy,6,Medium
Badulla,dog coughing,14,0,hot,4,Medium
Ragama,ticks,12,4,rainy,6,Medium
Galle,itchy skin,11,8,dry,2,Medium
Ganemulla,fleas,4,4,hot,4,Low
Mahiyanganaya,dog coughing,18,0,dry,2,Medium
Galgamuwa,itchy skin,27,1,hot,4,Medium
Nuwara Eliya,fleas,13,0,rainy,6,Medium
Aluthgama,dog fever,5,2,rainy,6,Low
Marawila,lethargy,3,11,humid,10,Medium
Negombo,lethargy,8,2,dry,2,Low
Anuradhapura,eye infection,7,5,rainy,6,Medium
Ginigathhena,fleas,1,5,humid,10,Low
Passara,lethargy,12,0,humid,10,Medium
Kegalle,ticks,2,12,hot,4,Medium
Jaffna,kennel cough,5,7,humid,10,Medium
Narammala,dog fever,3,0,rainy,6,Low
Dankotuwa,eye infection,19,10,dry,2,High
Chilaw,eye infection,1,0,humid,10,Low
Ganemulla,dog fever,5,12,dry,2,Medium
Ginigathhena,dog vomiting,6,3,dry,2,Low
Seeduwa,dog coughing,9,4,humid,10,Medium
Galle,dog coughing,19,8,humid,10,High
Trincomalee,dog fever,4,3,rainy,6,Low
Kotte,ticks,14,7,hot,4,Medium
Elpitiya,loss of appetite,15,6,rainy,6,Medium
Elpitiya,dog vomiting,11,6,humid,10,Medium
Embilipitiya,fleas,0,2,humid,10,Low
Homagama,dog vomiting,1,5,dry,2,Low
Kurunegala,dog coughing,5,7,dry,2,Medium
Piliyandala,eye infection,1,12,rainy,6,Medium
Moragahamula,kennel cough,13,4,rainy,6,Medium
Nuwara Eliya,itchy skin,6,7,humid,10,Medium
Kelaniya,lethargy,13,10,humid,10,High
Kotte,dog vomiting,16,6,humid,10,High
Mapalana,lethargy,17,8,dry,2,Medium
Homagama,kennel cough,9,7,hot,4,Medium
Kosgama,kennel cough,6,6,rainy,6,Medium
Weeraketiya,kennel cough,5,1,humid,10,Low
Kurunegala,dog vomiting,3,5,rainy,6,Low
Colombo,dog fever,5,1,rainy,6,Low
Passara,loss of appetite,16,0,dry,2,Medium
Ragama,loss of appetite,8,5,dry,2,Medium
Wattala,fleas,3,2,humid,10,Low
Elpitiya,dog vomiting,9,3,humid,10,Medium
Wellawaya,dog fever,14,4,humid,10,Medium
Mannar,ticks,8,3,dry,2,Low
Embilipitiya,eye infection,2,0,humid,10,Low
Minuwangoda,kennel cough,10,14,dry,2,Medium
Kadawatha,itchy skin,31,10,dry,2,High
Boralesgamuwa,dog fever,4,16,dry,2,Medium
Marawila,kennel cough,0,2,dry,2,Low
Ja-Ela,dog coughing,5,2,humid,10,Low
Dambulla,kennel cough,9,7,humid,10,Medium
Kosgama,lethargy,21,9,hot,4,High
Moratuwa,dog coughing,13,6,dry,2,Medium
Rathmalana,dog fever,2,7,hot,4,Low
Ampara,itchy skin,15,1,humid,10,Medium
Aluthgama,loss of appetite,23,6,dry,2,High
Piliyandala,dog fever,9,3,dry,2,Low
Kalutara,itchy skin,11,6,rainy,6,Medium
Kotte,ticks,3,4,hot,4,Low
Bandarawela,dog vomiting,13,6,dry,2,Medium
Maskeliya,eye infection,6,10,dry,2,Medium
Boralesgamuwa,kennel cough,25,2,rainy,6,High
Dehiwala,loss of appetite,13,0,hot,4,Medium
Negombo,dog coughing,11,18,rainy,6,High
Kurunegala,itchy skin,16,5,humid,10,Medium
Nuwara Eliya,dog vomiting,16,9,dry,2,Medium
Passara,itchy skin,15,7,hot,4,Medium
Rathmalana,loss of appetite,5,7,rainy,6,Medium
Kandy,loss of appetite,12,6,humid,10,Medium
Piliyandala,dog fever,1,2,hot,4,Low
Kurunegala,dog fever,2,3,rainy,6,Low
Point Pedro,ticks,11,15,humid,10,High
Galle,kennel cough,19,4,humid,10,High
Weligama,fleas,5,9,dry,2,Medium
Colombo,kennel cough,3,3,hot,4,Low
Tissamaharama,eye infection,11,10,rainy,6,Medium
Chilaw,dog fever,4,5,hot,4,Low
Ratnapura,dog coughing,13,8,humid,10,High
Middeniya,fleas,8,11,rainy,6,Medium
Bandaragama,fleas,13,5,humid,10,Medium
Mirissa,itchy skin,7,2,hot,4,Low
Kalawana,dog fever,6,0,hot,4,Low
Ginigathhena,lethargy,11,4,rainy,6,Medium
Minuwangoda,itchy skin,14,2,dry,2,Medium
Wattala,eye infection,13,1,rainy,6,Medium
Elpitiya,loss of appetite,9,8,dry,2,Medium
Ginigathhena,lethargy,4,4,dry,2,Low
Kalawana,dog coughing,26,3,dry,2,Medium
Embilipitiya,ticks,20,11,hot,4,High
Gonapola,dog fever,13,0,humid,10,Medium
Jaffna,fleas,17,3,dry,2,Medium
Ambalangoda,dog coughing,15,9,humid,10,High
Galewela,kennel cough,11,8,hot,4,Medium
Trincomalee,fleas,4,1,rainy,6,Low
Minuwangoda,lethargy,2,0,dry,2,Low
Rathmalana,loss of appetite,21,1,dry,2,Medium
Matale,kennel cough,8,12,dry,2,Medium
Homagama,ticks,6,7,dry,2,Medium
Bandarawela,fleas,5,5,humid,10,Medium
Wattala,kennel cough,16,3,humid,10,Medium
Homagama,loss of appetite,10,8,hot,4,Medium
Kalutara,dog vomiting,18,7,dry,2,Medium
Kataragama,kennel cough,23,3,humid,10,High
Ampara,dog vomiting,6,6,dry,2,Low
Agunukolapelessa,lethargy,15,7,hot,4,Medium
Matugama,kennel cough,23,6,rainy,6,High
Buttala,dog vomiting,17,8,dry,2,Medium
Ratnapura,lethargy,10,5,dry,2,Medium
Negombo,lethargy,1,3,hot,4,Low
Middeniya,loss of appetite,10,6,humid,10,Medium
Ambalangoda,kennel cough,4,4,rainy,6,Low
Weligama,itchy skin,10,12,humid,10,High
Hambantota,kennel cough,19,0,humid,10,Medium
Jaffna,eye infection,19,9,dry,2,High
Horana,fleas,8,0,hot,4,Low
Ambalangoda,ticks,6,9,dry,2,Medium
Middeniya,eye infection,10,5,hot,4,Medium
Piliyandala,itchy skin,13,4,rainy,6,Medium
Ampara,kennel cough,20,8,humid,10,High
Mahiyanganaya,lethargy,10,0,rainy,6,Low
Moratuwa,dog coughing,11,4,humid,10,Medium
Katunayake,eye infection,4,2,humid,10,Low
Giriulla,dog coughing,14,3,rainy,6,Medium
Colombo,fleas,16,0,rainy,6,Medium
Balangoda,kennel cough,8,7,humid,10,Medium
Bandarawela,eye infection,20,4,hot,4,Medium
Galewela,dog fever,7,1,rainy,6,Low
Horana,kennel cough,10,4,humid,10,Medium
Dehiwala,lethargy,4,4,humid,10,Medium
Polonnaruwa,lethargy,14,0,hot,4,Medium
Galewela,loss of appetite,8,0,humid,10,Low
Kalawana,lethargy,0,0,dry,2,Low
Kosgama,loss of appetite,5,4,hot,4,Low
Panadura,itchy skin,14,8,rainy,6,Medium
Seeduwa,ticks,24,2,humid,10,High
Maskeliya,dog fever,4,0,humid,10,Low
Balangoda,fleas,19,0,hot,4,Medium
Passara,kennel cough,8,7,humid,10,Medium
Minuwangoda,lethargy,17,7,dry,2,Medium
Maharagama,itchy skin,8,9,hot,4,Medium
Ratnapura,dog coughing,17,0,rainy,6,Medium
Ampara,dog fever,7,0,humid,10,Low
Galle,eye infection,29,2,hot,4,High
Maharagama,fleas,2,3,humid,10,Low
Mahiyanganaya,itchy skin,4,14,hot,4,Medium
Kosgama,kennel cough,8,1,humid,10,Medium
Kuliyapitiya,eye infection,15,13,rainy,6,High
Kothmale,itchy skin,11,8,hot,4,Medium
Kosgama,eye infection,0,8,rainy,6,Low
Katunayake,ticks,12,8,hot,4,Medium
Ja-Ela,dog fever,8,13,rainy,6,Medium
Weeraketiya,eye infection,4,1,rainy,6,Low
Batticaloa,eye infection,15,6,hot,4,Medium
Ginigathhena,lethargy,17,4,hot,4,Medium
Gampaha,kennel cough,4,9,hot,4,Medium
Moratuwa,kennel cough,4,1,hot,4,Low
Gampaha,ticks,10,2,humid,10,Medium
Ampara,fleas,15,0,dry,2,Medium
Kandy,fleas,21,4,hot,4,Medium
Kahawatte,dog vomiting,20,6,dry,2,Medium
Dankotuwa,ticks,2,5,humid,10,Medium
Ganemulla,ticks,20,1,dry,2,Medium
Katunayake,dog coughing,11,0,rainy,6,Low
Agunukolapelessa,lethargy,12,3,humid,10,Medium
Nuwara Eliya,lethargy,26,9,humid,10,High
Wellawaya,lethargy,6,0,dry,2,Low
Puttalam,lethargy,12,12,humid,10,High
Ganemulla,eye infection,22,1,dry,2,Medium
Dambulla,ticks,10,1,dry,2,Low
Kataragama,eye infection,1,0,hot,4,Low
Kelaniya,dog fever,15,8,hot,4,Medium
Narammala,dog fever,3,3,hot,4,Low
Marawila,lethargy,4,7,humid,10,Medium
Boralesgamuwa,itchy skin,2,0,dry,2,Low
Mawanella,itchy skin,20,8,hot,4,High
Kothmale,ticks,0,12,hot,4,Medium
Gampaha,dog fever,15,0,dry,2,Medium
Ratnapura,lethargy,8,2,humid,10,Medium
Kandy,eye infection,4,3,rainy,6,Low
Gonapola,dog vomiting,1,3,dry,2,Low
Avissawella,ticks,11,3,dry,2,Medium
Kothmale,loss of appetite,19,6,dry,2,Medium
Boralesgamuwa,eye infection,20,5,dry,2,Medium
Jaffna,dog fever,5,8,hot,4,Medium
Katunayake,ticks,9,7,rainy,6,Medium
Dambulla,dog coughing,24,3,rainy,6,High
Rathmalana,kennel cough,23,5,hot,4,High
Gampaha,loss of appetite,23,10,dry,2,High
Kurunegala,kennel cough,5,5,rainy,6,Medium
Aluthgama,dog coughing,2,7,hot,4,Low
Ampara,eye infection,10,6,humid,10,Medium
Ragama,loss of appetite,21,11,rainy,6,High
Weligama,loss of appetite,22,1,rainy,6,Medium
Nuwara Eliya,dog coughing,10,6,dry,2,Medium
Narammala,fleas,6,0,hot,4,Low
Ragama,dog vomiting,17,2,humid,10,Medium
Kataragama,ticks,2,14,dry,2,Medium
Kandy,dog fever,11,3,humid,10,Medium
Warakapola,itchy skin,2,8,rainy,6,Medium
Wariyapola,lethargy,0,6,hot,4,Low
Batticaloa,dog vomiting,13,9,hot,4,Medium
Boralesgamuwa,itchy skin,11,7,dry,2,Medium
Colombo,lethargy,9,12,hot,4,Medium
Hikkaduwa,ticks,11,2,hot,4,Medium
Dambulla,dog vomiting,20,9,humid,10,High
Elpitiya,fleas,2,6,rainy,6,Low
Marawila,eye infection,3,0,rainy,6,Low
Maskeliya,dog coughing,12,0,humid,10,Medium
Kalutara,dog vomiting,8,3,humid,10,Medium
Maharagama,dog vomiting,7,2,hot,4,Low
Bandarawela,lethargy,12,12,humid,10,High
Minuwangoda,fleas,5,3,rainy,6,Low
Bandaragama,lethargy,1,1,hot,4,Low
Gampaha,eye infection,12,7,humid,10,Medium
Bandaragama,dog coughing,16,9,rainy,6,High
Middeniya,itchy skin,4,4,rainy,6,Low
Passara,kennel cough,11,4,humid,10,Medium
Moragahamula,dog coughing,11,12,dry,2,Medium
Narammala,loss of appetite,7,8,humid,10,Medium
Kandana,itchy skin,15,3,humid,10,Medium
Mullaitivu,loss of appetite,20,7,hot,4,High
Kandy,fleas,10,11,hot,4,Medium
Buttala,dog coughing,17,6,hot,4,Medium
Aluthgama,dog fever,6,8,rainy,6,Medium
Kandy,eye infection,9,4,humid,10,Medium
Kalawana,itchy skin,16,8,rainy,6,Medium
Hanwella,itchy skin,17,1,rainy,6,Medium
Mahiyanganaya,dog coughing,6,2,humid,10,Medium
Homagama,eye infection,11,8,dry,2,Medium
Ragama,loss of appetite,19,0,rainy,6,Medium
Hatton,kennel cough,16,10,dry,2,Medium
Nuwara Eliya,kennel cough,3,7,hot,4,Low
Mannar,dog coughing,1,6,dry,2,Low
Hatton,ticks,22,5,dry,2,Medium
Anuradhapura,itchy skin,2,2,hot,4,Low
Anuradhapura,loss of appetite,2,9,hot,4,Medium
Bandaragama,dog fever,17,3,rainy,6,Medium
Moragahamula,kennel cough,18,14,rainy,6,High
Kalawana,loss of appetite,13,6,humid,10,Medium
Deniyaya,eye infection,10,0,dry,2,Low
Kilinochchi,eye infection,0,4,rainy,6,Low
Mullaitivu,lethargy,20,2,rainy,6,Medium
Batticaloa,kennel cough,12,0,humid,10,Medium
Batticaloa,loss of appetite,6,0,dry,2,Low
Ja-Ela,eye infection,1,4,humid,10,Low
Mahiyanganaya,itchy skin,3,8,humid,10,Medium
Buttala,dog coughing,10,14,dry,2,Medium
Balangoda,dog coughing,19,10,humid,10,High
Hambantota,dog coughing,2,2,rainy,6,Low
Nuwara Eliya,fleas,17,5,rainy,6,Medium
Kelaniya,eye infection,22,16,humid,10,High
Haputale,lethargy,11,1,rainy,6,Medium
Buttala,kennel cough,5,8,dry,2,Medium
Kahawatte,loss of appetite,16,0,hot,4,Medium
Badulla,dog coughing,6,3,hot,4,Low
Giriulla,itchy skin,5,1,dry,2,Low
Kothmale,lethargy,5,8,humid,10,Medium
Mullaitivu,dog fever,6,8,dry,2,Medium
Agunukolapelessa,dog coughing,29,6,rainy,6,High
Ratnapura,dog fever,18,3,hot,4,Medium
Passara,fleas,1,4,dry,2,Low
Horana,dog vomiting,13,9,hot,4,Medium
Passara,itchy skin,14,10,rainy,6,High
Chilaw,lethargy,13,7,hot,4,Medium
Weligama,eye infection,7,5,rainy,6,Medium
Elpitiya,eye infection,12,4,rainy,6,Medium
Deniyaya,dog vomiting,14,5,dry,2,Medium
Embilipitiya,loss of appetite,4,2,hot,4,Low
Mapalana,eye infection,16,2,dry,2,Medium
Ganemulla,loss of appetite,12,12,rainy,6,High
Polonnaruwa,dog vomiting,12,9,dry,2,Medium
Warakapola,dog vomiting,19,11,humid,10,High
Nuwara Eliya,dog fever,13,2,rainy,6,Medium
Bandaragama,ticks,10,7,dry,2,Medium
Beruwala,fleas,0,11,dry,2,Medium
Embilipitiya,kennel cough,5,8,dry,2,Medium
Galle,dog fever,5,10,hot,4,Medium
Kuliyapitiya,fleas,15,1,hot,4,Medium
Maskeliya,fleas,11,3,dry,2,Medium
Dehiwala,dog fever,12,7,hot,4,Medium
Agunukolapelessa,kennel cough,15,9,hot,4,Medium
Kotte,dog coughing,8,6,humid,10,Medium
Deniyaya,fleas,0,1,humid,10,Low
Ginigathhena,lethargy,9,0,rainy,6,Low
Gampaha,itchy skin,16,0,hot,4,Medium
Middeniya,kennel cough,21,0,hot,4,Medium
Panadura,lethargy,8,3,humid,10,Medium
Maharagama,dog fever,5,1,rainy,6,Low
Matugama,itchy skin,11,4,dry,2,Medium
Marawila,loss of appetite,18,2,dry,2,Medium
Kuliyapitiya,dog fever,21,0,hot,4,Medium
Matara,fleas,11,11,humid,10,High
Kelaniya,ticks,10,12,rainy,6,Medium
Wariyapola,fleas,0,3,dry,2,Low
Moragahamula,loss of appetite,9,6,humid,10,Medium
Maharagama,dog vomiting,19,3,humid,10,Medium
Wattala,lethargy,9,3,hot,4,Medium
Polonnaruwa,itchy skin,16,0,humid,10,Medium
Ginigathhena,eye infection,19,9,hot,4,High
Avissawella,ticks,7,5,rainy,6,Medium
Galewela,lethargy,9,8,humid,10,Medium
Kurunegala,itchy skin,14,0,humid,10,Medium
Ja-Ela,fleas,6,11,humid,10,Medium
Kahawatte,fleas,20,6,dry,2,Medium
Gonapola,lethargy,3,7,dry,2,Low
Avissawella,itchy skin,5,12,rainy,6,Medium
Aluthgama,itchy skin,19,10,hot,4,High
Haputale,kennel cough,12,4,rainy,6,Medium
Batticaloa,lethargy,8,0,hot,4,Low
Hikkaduwa,itchy skin,11,5,dry,2,Medium
Nuwara Eliya,kennel cough,20,3,humid,10,High
Trincomalee,dog coughing,4,1,rainy,6,Low
Kilinochchi,eye infection,7,6,rainy,6,Medium
Matara,itchy skin,16,1,dry,2,Medium
Elpitiya,kennel cough,7,7,hot,4,Medium
Hikkaduwa,loss of appetite,26,4,dry,2,High
Horana,itchy skin,11,3,rainy,6,Medium
Batticaloa,fleas,7,6,hot,4,Medium
Batticaloa,dog vomiting,11,5,rainy,6,Medium
Kosgama,fleas,9,5,rainy,6,Medium
Ragama,loss of appetite,1,2,dry,2,Low
Chilaw,dog vomiting,21,6,humid,10,High
Avissawella,fleas,11,6,dry,2,Medium
Moragahamula,loss of appetite,1,5,humid,10,Low
Gonapola,dog coughing,13,9,dry,2,Medium
Wattala,itchy skin,3,10,rainy,6,Medium
Galgamuwa,kennel cough,0,11,humid,10,Medium
Seeduwa,itchy skin,20,12,humid,10,High
Narammala,ticks,12,6,hot,4,Medium
Moragahamula,dog vomiting,11,2,hot,4,Medium
Galle,lethargy,0,3,rainy,6,Low
Wariyapola,loss of appetite,15,3,hot,4,Medium
Gonapola,itchy skin,9,10,dry,2,Medium
Matale,itchy skin,8,1,humid,10,Medium
Hikkaduwa,itchy skin,17,3,rainy,6,Medium
Chilaw,dog vomiting,10,2,rainy,6,Medium
Piliyandala,loss of appetite,15,0,dry,2,Medium
Deniyaya,loss of appetite,0,4,humid,10,Low
Kosgama,lethargy,18,3,dry,2,Medium
Kothmale,dog coughing,3,1,rainy,6,Low
Maskeliya,fleas,22,0,rainy,6,Medium
Nuwara Eliya,dog coughing,18,3,dry,2,Medium
Matale,dog vomiting,4,1,rainy,6,Low
Batticaloa,dog fever,2,4,humid,10,Low
Beruwala,ticks,1,6,dry,2,Low
Mapalana,dog coughing,17,5,hot,4,Medium
Horana,eye infection,4,5,humid,10,Medium
Kadawatha,lethargy,8,8,hot,4,Medium
Batticaloa,fleas,9,1,humid,10,Medium
Vavuniya,kennel cough,9,8,humid,10,Medium
Mannar,itchy skin,5,12,rainy,6,Medium
Narammala,lethargy,8,9,rainy,6,Medium
Mapalana,ticks,9,3,humid,10,Medium
Embilipitiya,fleas,22,5,hot,4,High
Colombo,fleas,24,6,hot,4,High
Maharagama,fleas,8,11,humid,10,Medium
Passara,kennel cough,13,12,hot,4,High
Tissamaharama,lethargy,1,4,dry,2,Low
Rathmalana,dog coughing,2,0,rainy,6,Low
Ragama,eye infection,16,11,humid,10,High
Jaffna,kennel cough,2,9,humid,10,Medium
Hikkaduwa,loss of appetite,15,6,hot,4,Medium
Weeraketiya,lethargy,15,9,hot,4,Medium
Agunukolapelessa,fleas,7,6,dry,2,Medium
Vavuniya,fleas,14,7,humid,10,Medium
Giriulla,kennel cough,4,0,hot,4,Low
Hanwella,ticks,13,2,hot,4,Medium
Beruwala,eye infection,10,3,dry,2,Low
Giriulla,ticks,3,8,humid,10,Medium
Kalutara,ticks,1,7,hot,4,Low
Jaffna,ticks,18,1,hot,4,Medium
Kuliyapitiya,loss of appetite,11,8,humid,10,Medium
Kelaniya,dog fever,1,2,rainy,6,Low
Seeduwa,eye infection,7,9,humid,10,Medium
Kelaniya,lethargy,3,3,dry,2,Low
Hikkaduwa,lethargy,13,2,rainy,6,Medium
Ragama,loss of appetite,1,4,rainy,6,Low
Seeduwa,kennel cough,13,6,dry,2,Medium
Middeniya,ticks,15,2,hot,4,Medium
Buttala,itchy skin,7,3,hot,4,Low
Wariyapola,lethargy,8,9,humid,10,Medium
Kadawatha,loss of appetite,6,8,hot,4,Medium
Kataragama,lethargy,9,9,dry,2,Medium
Kandana,dog vomiting,8,4,dry,2,Low
Colombo,loss of appetite,24,4,hot,4,High
Colombo,itchy skin,15,2,humid,10,Medium
Matale,fleas,8,6,humid,10,Medium
Badulla,dog fever,7,5,dry,2,Low
Agunukolapelessa,ticks,21,0,dry,2,Medium
Batticaloa,dog vomiting,1,0,dry,2,Low
Deniyaya,lethargy,9,4,rainy,6,Medium
Wellawaya,dog coughing,7,3,dry,2,Low
Dankotuwa,kennel cough,1,5,dry,2,Low
Kothmale,dog fever,19,0,rainy,6,Medium
Marawila,eye infection,1,3,dry,2,Low
Maharagama,ticks,0,7,humid,10,Medium
Tissamaharama,itchy skin,11,3,humid,10,Medium
Wattala,loss of appetite,16,1,humid,10,Medium
Kataragama,ticks,10,12,rainy,6,Medium
Seeduwa,eye infection,14,2,dry,2,Medium
Beruwala,dog vomiting,10,6,rainy,6,Medium
Wariyapola,dog coughing,9,10,hot,4,Medium
Kandana,itchy skin,7,4,humid,10,Medium
Kahawatte,eye infection,14,7,rainy,6,Medium
Balangoda,loss of appetite,16,7,humid,10,High
Minuwangoda,fleas,9,1,hot,4,Low
Kotte,eye infection,16,8,dry,2,Medium
Embilipitiya,ticks,14,6,rainy,6,Medium
Haputale,itchy skin,4,0,rainy,6,Low
Batticaloa,fleas,12,4,dry,2,Medium
Giriulla,eye infection,2,1,dry,2,Low
Agunukolapelessa,dog vomiting,9,13,rainy,6,Medium
Kahawatte,dog vomiting,2,4,rainy,6,Low
Hanwella,itchy skin,5,11,rainy,6,Medium
Marawila,dog coughing,2,5,dry,2,Low
Ratnapura,dog vomiting,2,7,dry,2,Low
Minuwangoda,kennel cough,3,4,rainy,6,Low
Passara,fleas,19,12,humid,10,High
Dambulla,dog vomiting,11,5,hot,4,Medium
Ginigathhena,kennel cough,17,0,dry,2,Medium
Aluthgama,dog vomiting,22,5,humid,10,High
Matugama,dog fever,4,0,humid,10,Low
Tissamaharama,kennel cough,20,2,rainy,6,Medium
Point Pedro,dog fever,24,1,dry,2,Medium
Kosgama,ticks,15,5,rainy,6,Medium
Hatton,kennel cough,10,5,dry,2,Medium
Moratuwa,ticks,17,3,hot,4,Medium
Beruwala,dog fever,3,3,humid,10,Low
Wattala,ticks,14,0,hot,4,Medium
Badulla,eye infection,11,1,humid,10,Medium
Kilinochchi,ticks,28,2,rainy,6,High
Kalutara,dog fever,4,13,rainy,6,Medium
Matugama,lethargy,0,14,hot,4,Medium
Tissamaharama,dog coughing,17,6,hot,4,Medium
Polonnaruwa,ticks,1,0,rainy,6,Low
Kurunegala,itchy skin,16,7,dry,2,Medium
Aluthgama,lethargy,22,5,rainy,6,High
Deniyaya,kennel cough,7,11,rainy,6,Medium
Katunayake,eye infection,13,5,humid,10,Medium
Kurunegala,lethargy,6,3,rainy,6,Low
Kurunegala,ticks,6,10,rainy,6,Medium
Hatton,fleas,14,2,rainy,6,Medium
Ginigathhena,dog vomiting,2,10,hot,4,Medium
Batticaloa,itchy skin,10,6,rainy,6,Medium
Kothmale,loss of appetite,1,4,hot,4,Low
Agunukolapelessa,ticks,18,0,rainy,6,Medium
Mannar,itchy skin,12,13,dry,2,Medium
Boralesgamuwa,dog fever,16,9,dry,2,Medium
Monaragala,kennel cough,5,7,dry,2,Medium
Kadawatha,loss of appetite,17,5,hot,4,Medium
Panadura,eye infection,14,5,humid,10,Medium
Matara,dog fever,12,3,humid,10,Medium
Maharagama,itchy skin,19,7,dry,2,Medium
Beruwala,fleas,16,0,humid,10,Medium
Galewela,dog fever,0,8,hot,4,Low
Ja-Ela,kennel cough,18,4,hot,4,Medium
Bandaragama,dog coughing,1,7,dry,2,Low
